JobTitle,BasePay,OvertimePay,OtherPay,Benefits,TotalPay,TotalPayBenefits,Status_Binary
Special Nurse,25130.32,0.0,125.96,252.54,25256.28,25508.82,1
Special Nurse,18255.45,0.0,2862.82,4311.81,21118.27,25430.08,1
Special Nurse,16266.14,3178.02,1854.26,4107.56,21298.42,25405.98,1
Special Nurse,22185.13,1511.49,1667.29,0.0,25363.91,25363.91,1
Special Nurse,18240.71,0.0,2926.29,4187.06,21167.0,25354.06,1
Special Nurse,2325.02,0.0,18729.13,4253.99,21054.15,25308.14,1
Registered Nurse,19904.09,722.1,322.35,4358.81,20948.54,25307.35,1
Nurse Practitioner,20119.26,0.0,395.53,4751.02,20514.79,25265.81,1
Nurse Manager,0.0,0.0,25226.41,0.0,25226.41,25226.41,1
Licensed Vocational Nurse,24974.58,0.0,0.0,249.78,24974.58,25224.36,1
Special Nurse,19209.0,0.0,1920.9,4084.06,21129.9,25213.96,1
Registered Nurse,14892.0,2457.18,2929.99,4890.84,20279.17,25170.01,1
Special Nurse,20805.9,0.0,258.5,4093.28,21064.4,25157.68,1
Special Nurse,19133.94,951.89,1771.78,3167.81,21857.61,25025.42,1
Special Nurse,19636.73,265.67,1020.19,4001.9,20922.59,24924.49,1
Special Nurse,18012.0,0.0,2904.65,3980.55,20916.65,24897.2,1
Nurse Practitioner,24575.61,0.0,0.0,245.76,24575.61,24821.37,1
Registered Nurse,13327.56,0.0,6986.19,4469.4,20313.75,24783.15,1
Nurse Practitioner,22379.58,0.0,2019.62,243.99,24399.2,24643.19,1
Special Nurse,17378.25,0.0,3205.78,3963.52,20584.03,24547.55,1
Special Nurse,22742.71,854.12,684.67,242.81,24281.5,24524.31,1
Special Nurse,20743.03,0.0,0.0,3707.08,20743.03,24450.11,1
Special Nurse,19466.95,127.97,846.42,4006.32,20441.34,24447.66,1
Special Nurse,20070.23,0.0,169.55,3987.99,20239.78,24227.77,1
Special Nurse,16425.31,0.0,3826.34,3973.06,20251.65,24224.71,1
Special Nurse,18346.08,639.89,1166.16,4069.45,20152.13,24221.58,1
Special Nurse,19699.47,0.0,1076.47,3367.76,20775.94,24143.7,1
Special Nurse,19639.59,0.0,452.1,4000.32,20091.69,24092.01,1
Nurse Practitioner,20162.7,0.0,0.0,3918.06,20162.7,24080.76,1
Special Nurse,15345.32,1186.92,3794.32,3692.6,20326.56,24019.16,1
Special Nurse,17242.05,0.0,2873.71,3889.47,20115.76,24005.23,1
Special Nurse,18504.0,0.0,1454.52,4029.59,19958.52,23988.11,1
Special Nurse,21641.85,0.0,2099.83,237.42,23741.68,23979.1,1
Nursing Supervisor,19289.64,0.0,275.93,4374.57,19565.57,23940.14,1
Special Nurse,16193.5,0.0,3638.98,3997.8,19832.48,23830.28,1
Special Nurse,20998.08,1337.89,1364.17,0.0,23700.14,23700.14,1
Special Nurse,17124.46,0.0,2585.8,3929.94,19710.26,23640.2,1
Special Nurse,22843.44,0.0,561.7,234.06,23405.14,23639.2,1
Special Nurse,16367.45,0.0,3448.95,3803.68,19816.4,23620.08,1
Nurse Practitioner,1145.99,7203.29,15243.37,0.0,23592.65,23592.65,1
Special Nurse,19347.8,0.0,67.91,4096.19,19415.71,23511.9,1
Special Nurse,22228.74,60.15,955.64,232.46,23244.53,23476.99,1
Special Nurse,18379.18,0.0,977.05,3931.45,19356.23,23287.68,1
Special Nurse,18734.39,0.0,743.75,3807.52,19478.14,23285.66,1
Special Nurse,17050.5,0.0,2820.45,3411.19,19870.95,23282.14,1
Registered Nurse,18725.55,0.0,160.31,4351.3,18885.86,23237.16,1
Special Nurse,18863.6,0.0,586.24,3733.32,19449.84,23183.16,1
Licensed Vocational Nurse,22844.95,0.0,18.47,228.68,22863.42,23092.1,1
Special Nurse,16378.95,0.0,2795.54,3858.01,19174.49,23032.5,1
Licensed Vocational Nurse,14274.3,1152.26,1223.86,6352.21,16650.42,23002.63,1
Special Nurse,19140.04,0.0,186.89,3658.98,19326.93,22985.91,1
Special Nurse,16680.48,0.0,2789.57,3513.82,19470.05,22983.87,1
Special Nurse,19043.4,0.0,155.29,3751.92,19198.69,22950.61,1
Special Nurse,18468.27,0.0,871.08,3606.41,19339.35,22945.76,1
Nurse Practitioner,22926.47,0.0,14.52,0.0,22940.99,22940.99,1
Nurse Practitioner,18187.76,0.0,457.98,4287.32,18645.74,22933.06,1
Special Nurse,19903.67,0.0,0.0,2957.82,19903.67,22861.49,1
Special Nurse,16880.26,0.0,2178.17,3794.93,19058.43,22853.36,1
Special Nurse,18218.56,0.0,987.06,3566.37,19205.62,22771.99,1
Special Nurse,21113.75,0.0,1382.18,224.97,22495.93,22720.9,1
Registered Nurse,16233.8,0.0,1029.28,5426.66,17263.08,22689.74,1
Licensed Vocational Nurse,22433.3,0.0,0.0,224.4,22433.3,22657.7,1
Special Nurse,19056.66,0.0,120.61,3462.21,19177.27,22639.48,1
Special Nurse,18530.97,0.0,213.28,3646.91,18744.25,22391.16,1
Special Nurse,20934.59,610.59,488.1,220.32,22033.28,22253.6,1
Special Nurse,18235.05,0.0,628.8,3336.41,18863.85,22200.26,1
Nurse Practitioner,21964.18,0.0,0.0,219.68,21964.18,22183.86,1
Special Nurse,18031.32,0.0,512.97,3618.11,18544.29,22162.4,1
Special Nurse,15033.87,0.0,3502.08,3591.17,18535.95,22127.12,1
Special Nurse,17602.22,255.67,853.4,3397.51,18711.29,22108.8,1
Licensed Vocational Nurse,14666.67,1139.03,284.44,5978.31,16090.14,22068.45,1
Registered Nurse,11687.4,2378.26,5802.37,2196.53,19868.03,22064.56,1
Special Nurse,17988.14,0.0,671.86,3308.17,18660.0,21968.17,1
Special Nurse,15498.86,0.0,2619.18,3740.79,18118.04,21858.83,1
Special Nurse,16361.31,65.91,1866.82,3475.31,18294.04,21769.35,1
Special Nurse,21717.5,0.0,0.0,0.0,21717.5,21717.5,1
Nurse Practitioner,17585.84,0.0,0.0,4098.91,17585.84,21684.75,1
Special Nurse,20618.12,0.0,759.22,213.77,21377.34,21591.11,1
Special Nurse,16848.3,1532.48,2991.78,213.74,21372.56,21586.3,1
Special Nurse,20232.51,0.0,1111.73,213.44,21344.24,21557.68,1
Special Nurse,14862.7,1020.01,2009.96,3601.16,17892.67,21493.83,1
Special Nurse,17985.98,0.0,99.99,3400.39,18085.97,21486.36,1
Special Nurse,18969.81,0.0,2265.76,212.37,21235.57,21447.94,1
Special Nurse,16640.77,0.0,1122.41,3681.59,17763.18,21444.77,1
Special Nurse,20112.48,0.0,951.16,210.65,21063.64,21274.29,1
Special Nurse,17058.82,0.0,701.73,3461.58,17760.55,21222.13,1
Special Nurse,20772.92,0.0,175.0,209.5,20947.92,21157.42,1
Special Nurse,15104.25,0.0,2517.4,3377.57,17621.65,20999.22,1
Special Nurse,15295.52,1023.83,1145.95,3511.44,17465.3,20976.74,1
Special Nurse,17317.52,0.0,701.55,2875.48,18019.07,20894.55,1
Special Nurse,16209.01,0.0,1123.22,3556.84,17332.23,20889.07,1
Special Nurse,17018.28,0.0,554.89,3307.5,17573.17,20880.67,1
Licensed Vocational Nurse,19157.5,0.0,1477.44,206.31,20634.94,20841.25,1
Special Nurse,13699.35,1606.24,2283.24,3228.1,17588.83,20816.93,1
Special Nurse,16530.37,0.0,835.92,3401.55,17366.29,20767.84,1
Special Nurse,16417.72,0.0,804.25,3482.47,17221.97,20704.44,1
Special Nurse,15070.88,0.0,2104.32,3511.76,17175.2,20686.96,1
Registered Nurse,11309.25,0.0,5497.54,3861.27,16806.79,20668.06,1
Special Nurse,16845.4,0.0,267.65,3474.84,17113.05,20587.89,1
Special Nurse,13540.5,4739.19,2256.75,0.0,20536.44,20536.44,1
Special Nurse,16358.83,0.0,684.0,3440.02,17042.83,20482.85,1
Special Nurse,16084.39,0.0,850.79,3527.49,16935.18,20462.67,1
Special Nurse,14632.2,0.0,2438.73,3355.55,17070.93,20426.48,1
Special Nurse,16300.5,0.0,603.05,3515.41,16903.55,20418.96,1
Special Nurse,17094.93,0.0,36.6,3275.55,17131.53,20407.08,1
Special Nurse,16467.55,0.0,546.65,3245.4,17014.2,20259.6,1
Special Nurse,15437.1,286.49,1110.22,3402.04,16833.81,20235.85,1
Special Nurse,14599.91,1068.6,1165.54,3397.57,16834.05,20231.62,1
Special Nurse,17253.47,0.0,2749.66,200.04,20003.13,20203.17,1
Special Nurse,15716.12,0.0,1086.65,3362.74,16802.77,20165.51,1
Special Nurse,16192.35,0.0,607.45,3270.95,16799.8,20070.75,1
Special Nurse,13834.73,0.0,2934.65,3243.86,16769.38,20013.24,1
Special Nurse,15983.65,0.0,698.79,3320.56,16682.44,20003.0,1
Special Nurse,13980.29,0.0,2658.89,3349.86,16639.18,19989.04,1
Special Nurse,15222.96,0.0,1084.34,3660.12,16307.3,19967.42,1
Special Nurse,15959.7,0.0,748.0,3246.76,16707.7,19954.46,1
Special Nurse,16149.62,0.0,510.71,3264.95,16660.33,19925.28,1
Special Nurse,19598.55,50.84,0.0,196.49,19649.39,19845.88,1
Special Nurse,13641.13,0.0,2828.79,3329.6,16469.92,19799.52,1
Special Nurse,14295.15,0.0,2382.53,3010.47,16677.68,19688.15,1
Special Nurse,15831.11,0.0,604.58,3223.57,16435.69,19659.26,1
Special Nurse,13346.7,0.0,3196.6,3026.45,16543.3,19569.75,1
Special Nurse,15411.32,0.0,833.62,3303.28,16244.94,19548.22,1
Special Nurse,16987.35,0.0,0.0,2429.51,16987.35,19416.86,1
Nurse Practitioner,2510.12,3506.6,13168.5,191.85,19185.22,19377.07,1
Special Nurse,15439.67,0.0,787.78,3144.1,16227.45,19371.55,1
Nurse Midwife,18214.24,0.0,1040.17,0.0,19254.41,19254.41,1
Special Nurse,17338.3,0.0,1808.09,0.0,19146.39,19146.39,1
Special Nurse,16283.95,0.0,2669.6,189.53,18953.55,19143.08,1
Nurse Midwife,18829.14,0.0,275.0,0.0,19104.14,19104.14,1
Special Nurse,15425.88,0.0,1522.48,2108.15,16948.36,19056.51,1
Registered Nurse,0.0,0.0,14287.63,4659.36,14287.63,18946.99,1
Special Nurse,17858.39,0.0,888.4,187.48,18746.79,18934.27,1
Special Nurse,14333.27,59.49,1594.02,2932.37,15986.78,18919.15,1
Special Nurse,15607.1,0.0,101.86,3155.35,15708.96,18864.31,1
Special Nurse,16778.97,0.0,1668.93,184.47,18447.9,18632.37,1
Special Nurse,13277.94,38.89,1945.24,3265.98,15262.07,18528.05,1
Nurse Practitioner,17293.56,934.5,290.93,0.0,18518.99,18518.99,1
Special Nurse,13040.55,0.0,2305.54,3077.46,15346.09,18423.55,1
Special Nurse,15328.95,0.0,65.91,3002.54,15394.86,18397.4,1
Special Nurse,14909.7,0.0,777.49,2708.28,15687.19,18395.47,1
Nurse Practitioner,13513.05,0.0,1351.32,3471.03,14864.37,18335.4,1
Licensed Vocational Nurse,17251.46,627.76,227.71,181.07,18106.93,18288.0,1
Special Nurse,14713.2,0.0,490.44,2958.52,15203.64,18162.16,1
Special Nurse,13006.05,0.0,2167.69,2960.84,15173.74,18134.58,1
Special Nurse,13987.5,1930.28,2021.2,179.39,17938.98,18118.37,1
Special Nurse,14268.44,0.0,461.36,3282.28,14729.8,18012.08,1
Special Nurse,17919.92,0.0,56.54,0.0,17976.46,17976.46,1
Special Nurse,15334.45,0.0,2620.09,0.0,17954.54,17954.54,1
Nurse Practitioner,2669.09,7230.79,8037.92,0.0,17937.8,17937.8,1
Registered Nurse,10550.0,0.0,3849.43,3526.69,14399.43,17926.12,1
Nurse Practitioner,12848.25,0.0,1616.53,3356.09,14464.78,17820.87,1
Special Nurse,17526.48,0.0,0.0,175.25,17526.48,17701.73,1
Special Nurse,14147.25,0.0,634.51,2910.55,14781.76,17692.31,1
Nurse Practitioner,17181.01,0.0,279.47,174.61,17460.48,17635.09,1
Nursing Supervisor,13345.0,0.0,1334.5,2930.37,14679.5,17609.87,1
Licensed Vocational Nurse,17412.8,0.0,0.0,174.13,17412.8,17586.93,1
Nurse Practitioner,14306.31,0.0,0.0,3274.9,14306.31,17581.21,1
Special Nurse,14378.85,1276.66,1631.77,172.89,17287.28,17460.17,1
Special Nurse,11982.5,0.0,2444.43,3025.67,14426.93,17452.6,1
Nurse Practitioner,17224.3,0.0,0.0,172.25,17224.3,17396.55,1
Special Nurse,13921.58,0.0,576.49,2841.52,14498.07,17339.59,1
Special Nurse,14788.9,0.0,2367.64,171.59,17156.54,17328.13,1
Special Nurse,12379.75,0.0,2034.33,2897.59,14414.08,17311.67,1
Special Nurse,15787.51,0.0,1349.98,171.36,17137.49,17308.85,1
Licensed Vocational Nurse,15790.5,0.0,1263.26,170.52,17053.76,17224.28,1
Special Nurse,16944.15,0.0,95.58,170.4,17039.73,17210.13,1
Nurse Practitioner,5632.51,5207.56,6161.37,170.01,17001.44,17171.45,1
Licensed Vocational Nurse,16911.95,0.0,0.0,169.18,16911.95,17081.13,1
Special Nurse,11466.88,0.0,1952.62,3656.8,13419.5,17076.3,1
Special Nurse,14190.31,0.0,6.46,2862.49,14196.77,17059.26,1
Special Nurse,16876.68,0.0,0.0,168.77,16876.68,17045.45,1
Special Nurse,13266.5,0.0,591.37,2999.65,13857.87,16857.52,1
Licensed Vocational Nurse,15165.05,0.0,1514.2,166.8,16679.25,16846.05,1
Special Nurse,11234.74,210.84,2509.63,2809.06,13955.21,16764.27,1
Special Nurse,11951.1,0.0,1991.85,2799.96,13942.95,16742.91,1
Special Nurse,13183.35,0.0,1428.23,2121.13,14611.58,16732.71,1
Special Nurse,12077.25,135.29,1551.35,2934.08,13763.89,16697.97,1
Special Nurse,15973.65,0.0,485.04,164.59,16458.69,16623.28,1
Special Nurse,11129.74,0.0,2558.37,2871.5,13688.11,16559.61,1
Nursing Supervisor,6107.36,6190.27,1347.85,2829.82,13645.48,16475.3,1
Special Nurse,11616.28,0.0,1988.42,2852.37,13604.7,16457.07,1
Registered Nurse,13539.02,0.0,946.74,1956.32,14485.76,16442.08,1
Special Nurse,14915.48,0.0,1328.64,162.44,16244.12,16406.56,1
Special Nurse,12812.91,205.91,470.1,2912.58,13488.92,16401.5,1
Special Nurse,11102.3,0.0,2474.26,2772.15,13576.56,16348.71,1
Special Nurse,13111.4,0.0,367.3,2859.13,13478.7,16337.83,1
Special Nurse,13094.33,0.0,362.49,2867.34,13456.82,16324.16,1
Special Nurse,13098.15,0.0,436.62,2690.67,13534.77,16225.44,1
Special Nurse,12420.94,0.0,947.47,2834.09,13368.41,16202.5,1
Special Nurse,12846.93,0.0,562.26,2790.16,13409.19,16199.35,1
Special Nurse,11005.58,823.64,1619.48,2721.24,13448.7,16169.94,1
Special Nurse,12817.84,0.0,509.14,2817.56,13326.98,16144.54,1
Special Nurse,12934.8,0.0,431.16,2689.44,13365.96,16055.4,1
Special Nurse,15869.97,0.0,0.0,158.7,15869.97,16028.67,1
Licensed Vocational Nurse,15553.7,0.0,256.23,158.11,15809.93,15968.04,1
Special Nurse,12832.73,0.0,214.99,2797.57,13047.72,15845.29,1
Nurse Practitioner,15834.94,0.0,0.0,0.0,15834.94,15834.94,1
Special Nurse,12243.9,0.0,841.09,2710.61,13084.99,15795.6,1
Special Nurse,12889.08,0.0,88.56,2813.18,12977.64,15790.82,1
Special Nurse,12397.71,0.0,702.67,2669.98,13100.38,15770.36,1
Special Nurse,15395.62,0.0,215.11,156.11,15610.73,15766.84,1
Special Nurse,12437.03,0.0,607.21,2715.02,13044.24,15759.26,1
Special Nurse,14669.73,0.0,921.92,155.92,15591.65,15747.57,1
Special Nurse,13409.55,0.0,2165.01,155.78,15574.56,15730.34,1
Nurse Practitioner,15547.86,0.0,15.58,155.63,15563.44,15719.07,1
Special Nurse,11057.4,0.0,1842.91,2784.7,12900.31,15685.01,1
Special Nurse,11896.73,0.0,1097.54,2587.04,12994.27,15581.31,1
Special Nurse,10976.05,0.0,1784.74,2818.93,12760.79,15579.72,1
Nursing Supervisor,12218.91,0.0,702.93,2572.78,12921.84,15494.62,1
Special Nurse,13802.25,0.0,0.0,1604.34,13802.25,15406.59,1
Special Nurse,10830.63,0.0,1918.8,2655.04,12749.43,15404.47,1
Special Nurse,11064.08,0.0,1721.16,2617.42,12785.24,15402.66,1
Special Nurse,10773.27,1020.01,1268.34,2292.25,13061.62,15353.87,1
Special Nurse,10872.79,0.0,1749.22,2586.05,12622.01,15208.06,1
Nurse Practitioner,12381.12,0.0,48.63,2777.83,12429.75,15207.58,1
Nurse Practitioner,12329.19,0.0,0.0,2873.69,12329.19,15202.88,1
Special Nurse,12087.28,0.0,506.5,2568.87,12593.78,15162.65,1
Special Nurse,12405.47,903.42,1671.8,149.81,14980.69,15130.5,1
Licensed Vocational Nurse,13859.28,0.0,993.92,148.53,14853.2,15001.73,1
Special Nurse,14843.64,0.0,0.0,148.44,14843.64,14992.08,1
Special Nurse,12089.14,0.0,350.62,2479.33,12439.76,14919.09,1
Special Nurse,13724.28,0.0,1012.47,147.38,14736.75,14884.13,1
Special Nurse,11333.28,0.0,919.12,2535.89,12252.4,14788.29,1
Special Nurse,11991.29,0.0,175.71,2610.78,12167.0,14777.78,1
Special Nurse,11931.15,0.0,0.0,2786.32,11931.15,14717.47,1
Special Nurse,11968.04,0.0,162.99,2557.03,12131.03,14688.06,1
Licensed Vocational Nurse,13528.52,0.0,914.68,144.42,14443.2,14587.62,1
Special Nurse,10068.43,0.0,1946.77,2562.44,12015.2,14577.64,1
Special Nurse,12487.35,0.0,2076.21,0.0,14563.56,14563.56,1
Special Nurse,10238.41,0.0,1711.5,2601.45,11949.91,14551.36,1
Nurse Practitioner,11820.57,0.0,0.0,2689.94,11820.57,14510.51,1
Special Nurse,6906.1,0.0,5083.66,2490.84,11989.76,14480.6,1
Special Nurse,14044.0,0.0,414.73,0.0,14458.73,14458.73,1
Special Nurse,10114.25,0.0,1704.62,2587.01,11818.87,14405.88,1
Special Nurse,10465.8,0.0,1437.15,2488.67,11902.95,14391.62,1
Special Nurse,10276.55,61.19,1526.6,2527.14,11864.34,14391.48,1
Special Nurse,12244.7,0.0,1995.02,142.41,14239.72,14382.13,1
Licensed Vocational Nurse,14194.53,0.0,0.0,141.96,14194.53,14336.49,1
Nurse Midwife,13028.89,0.0,1148.85,141.76,14177.74,14319.5,1
Special Nurse,13941.91,0.0,223.47,141.67,14165.38,14307.05,1
Special Nurse,10470.7,0.0,1217.38,2607.57,11688.08,14295.65,1
Special Nurse,11511.81,0.0,343.72,2432.59,11855.53,14288.12,1
Special Nurse,13567.78,0.0,560.65,141.31,14128.43,14269.74,1
Special Nurse,13732.61,0.0,395.32,141.28,14127.93,14269.21,1
Special Nurse,12066.17,0.0,1998.38,140.64,14064.55,14205.19,1
Nurse Practitioner,13304.97,0.0,748.86,140.54,14053.83,14194.37,1
Special Nurse,10784.25,0.0,806.38,2574.67,11590.63,14165.3,1
Special Nurse,10705.65,0.0,943.95,2469.84,11649.6,14119.44,1
Nurse Midwife,12749.99,0.0,1189.37,139.39,13939.36,14078.75,1
Special Nurse,10760.77,0.0,796.56,2422.41,11557.33,13979.74,1
Nurse Midwife,13947.82,0.0,24.06,0.0,13971.88,13971.88,1
Special Nurse,10058.18,0.0,1441.48,2395.39,11499.66,13895.05,1
Special Nurse,11086.95,0.0,369.58,2413.31,11456.53,13869.84,1
Special Nurse,10313.6,0.0,1135.72,2388.3,11449.32,13837.62,1
Special Nurse,11464.92,1117.24,1091.0,136.72,13673.16,13809.88,1
Nurse Midwife,13754.91,0.0,23.37,0.0,13778.28,13778.28,1
Special Nurse,9772.57,0.0,1613.24,2374.7,11385.81,13760.51,1
Special Nurse,11245.34,0.0,3.33,2386.32,11248.67,13634.99,1
Special Nurse,13488.79,0.0,0.0,134.88,13488.79,13623.67,1
Special Nurse,13476.4,0.0,0.0,134.77,13476.4,13611.17,1
Nursing Assistant,9303.28,0.0,308.11,3915.37,9611.39,13526.76,1
Special Nurse,6482.62,0.0,4623.78,2408.68,11106.4,13515.08,1
Special Nurse,13046.7,0.0,424.86,0.0,13471.56,13471.56,1
Special Nurse,12639.56,0.0,660.49,133.0,13300.05,13433.05,1
Special Nurse,10336.65,0.0,734.68,2358.71,11071.33,13430.04,1
Special Nurse,10990.3,0.0,907.3,1493.8,11897.6,13391.4,1
Nurse Practitioner,13176.31,0.0,53.39,132.3,13229.7,13362.0,1
Special Nurse,11022.36,0.0,0.0,2242.08,11022.36,13264.44,1
Special Nurse,10585.2,0.0,352.89,2316.06,10938.09,13254.15,1
Special Nurse,9849.79,0.0,1052.23,2300.3,10902.02,13202.32,1
Special Nurse,10490.94,0.0,427.13,2258.94,10918.07,13177.01,1
Nurse Midwife,13006.19,0.0,169.48,0.0,13175.67,13175.67,1
Special Nurse,11765.5,447.4,812.19,130.26,13025.09,13155.35,1
Special Nurse,10062.27,0.0,790.92,2241.07,10853.19,13094.26,1
Special Nurse,12421.82,0.0,662.78,0.0,13084.6,13084.6,1
Special Nurse,11088.9,0.0,1848.16,129.38,12937.06,13066.44,1
Nurses Staffing Assistant,8827.62,801.14,616.38,2808.54,10245.14,13053.68,1
Special Nurse,9776.62,0.0,953.7,2313.62,10730.32,13043.94,1
Special Nurse,11866.62,0.0,1033.29,128.99,12899.91,13028.9,1
Special Nurse,10643.02,0.0,388.09,1965.97,11031.11,12997.08,1
Licensed Vocational Nurse,12264.33,0.0,592.96,128.58,12857.29,12985.87,1
Special Nurse,12472.9,0.0,379.61,128.52,12852.51,12981.03,1
Special Nurse,12655.27,0.0,196.58,128.51,12851.85,12980.36,1
Special Nurse,11888.7,0.0,930.43,128.19,12819.13,12947.32,1
Special Nurse,12641.5,0.0,285.09,0.0,12926.59,12926.59,1
Special Nurse,12091.9,0.0,692.74,127.86,12784.64,12912.5,1
Nurse Practitioner,11819.9,0.0,1029.92,0.0,12849.82,12849.82,1
Special Nurse,10161.0,0.0,453.58,2184.96,10614.58,12799.54,1
Special Nurse,10500.58,0.0,102.41,2193.18,10602.99,12796.17,1
Special Nurse,7849.05,1486.54,1162.38,2281.36,10497.97,12779.33,1
Special Nurse,12412.47,0.0,203.6,126.15,12616.07,12742.22,1
Special Nurse,9123.77,0.0,1408.99,2184.59,10532.76,12717.35,1
Special Nurse,12274.15,0.0,389.1,0.0,12663.25,12663.25,1
Special Nurse,10368.4,0.0,0.0,2278.39,10368.4,12646.79,1
Registered Nurse,3922.8,1225.88,6075.09,1389.91,11223.77,12613.68,1
Special Nurse,9954.21,0.0,471.74,2152.57,10425.95,12578.52,1
Special Nurse,8730.85,0.0,1640.95,2192.04,10371.8,12563.84,1
Special Nurse,7637.53,1186.92,1559.01,2179.05,10383.46,12562.51,1
Nursing Supervisor,9524.19,0.0,927.79,2084.5,10451.98,12536.48,1
Special Nurse,10222.89,0.0,10.94,2206.08,10233.83,12439.91,1
Special Nurse,10118.74,0.0,0.0,2292.84,10118.74,12411.58,1
Special Nurse,11920.13,0.0,351.4,122.72,12271.53,12394.25,1
Special Nurse,8694.91,0.0,1444.33,2251.94,10139.24,12391.18,1
Special Nurse,10119.9,0.0,355.61,1888.75,10475.51,12364.26,1
Special Nurse,9934.95,0.0,331.18,2077.19,10266.13,12343.32,1
Special Nurse,10026.75,0.0,181.78,2076.76,10208.53,12285.29,1
Special Nurse,9187.74,0.0,1006.18,2013.59,10193.92,12207.51,1
Special Nurse,10719.0,0.0,1355.75,120.76,12074.75,12195.51,1
Licensed Vocational Nurse,10895.07,374.06,799.86,120.68,12068.99,12189.67,1
Nurse Midwife,12128.32,0.0,0.0,0.0,12128.32,12128.32,1
Special Nurse,9827.1,0.0,360.67,1925.53,10187.77,12113.3,1
Special Nurse,9626.21,0.0,494.04,1990.61,10120.25,12110.86,1
Special Nurse,9770.08,0.0,379.84,1954.4,10149.92,12104.32,1
Special Nurse,8848.68,0.0,1132.31,2073.75,9980.99,12054.74,1
Special Nurse,8636.59,0.0,1257.69,2148.51,9894.28,12042.79,1
Special Nurse,8476.65,0.0,1485.92,2079.65,9962.57,12042.22,1
Special Nurse,9309.83,0.0,535.08,2162.39,9844.91,12007.3,1
Special Nurse,9656.49,0.0,214.9,2111.93,9871.39,11983.32,1
Special Nurse,9626.46,0.0,248.66,2067.81,9875.12,11942.93,1
Special Nurse,9488.85,0.0,404.11,2044.27,9892.96,11937.23,1
Special Nurse,8616.65,481.23,638.61,2133.79,9736.49,11870.28,1
Special Nurse,11793.35,0.0,72.53,0.0,11865.88,11865.88,1
Special Nurse,9386.68,0.0,439.53,1986.65,9826.21,11812.86,1
Special Nurse,9588.75,0.0,27.45,2169.63,9616.2,11785.83,1
Special Nurse,10301.17,930.42,432.0,116.64,11663.59,11780.23,1
Special Nurse,9447.0,0.0,314.9,1992.58,9761.9,11754.48,1
Nurse Practitioner,11634.09,0.0,0.0,116.33,11634.09,11750.42,1
Special Nurse,10125.9,0.0,1505.74,116.32,11631.64,11747.96,1
Licensed Vocational Nurse,11573.2,0.0,0.0,115.71,11573.2,11688.91,1
Special Nurse,8994.8,0.0,692.42,1998.78,9687.22,11686.0,1
Registered Nurse,7647.91,1709.05,294.61,1974.69,9651.57,11626.26,1
Special Nurse,11083.26,0.0,403.34,114.87,11486.6,11601.47,1
Special Nurse,9041.82,0.0,904.23,1653.93,9946.05,11599.98,1
Nursing Supervisor,7058.94,1823.27,753.78,1925.86,9635.99,11561.85,1
Special Nurse,8517.3,0.0,1061.55,1979.85,9578.85,11558.7,1
Special Nurse,9358.01,121.71,172.85,1897.17,9652.57,11549.74,1
Special Nurse,9338.43,0.0,68.6,2065.42,9407.03,11472.45,1
Special Nurse,9090.43,0.0,323.31,2038.31,9413.74,11452.05,1
Special Nurse,8674.23,1550.7,0.0,1208.36,10224.93,11433.29,1
Special Nurse,8829.86,0.0,599.43,1927.56,9429.29,11356.85,1
Special Nurse,8771.39,0.0,548.45,2025.74,9319.84,11345.58,1
Special Nurse,9117.98,0.0,272.61,1932.28,9390.59,11322.87,1
Special Nurse,11204.98,0.0,0.0,111.31,11204.98,11316.29,1
Special Nurse,8065.05,0.0,1344.19,1903.8,9409.24,11313.04,1
Special Nurse,7718.21,854.53,703.32,2030.39,9276.06,11306.45,1
Special Nurse,9494.7,0.0,807.12,958.61,10301.82,11260.43,1
Special Nurse,9030.88,0.0,157.67,2071.58,9188.55,11260.13,1
Special Nurse,10303.7,0.0,840.57,111.45,11144.27,11255.72,1
Special Nurse,9980.8,0.0,1138.23,111.18,11119.03,11230.21,1
Special Nurse,8418.92,778.9,62.84,1941.26,9260.66,11201.92,1
Special Nurse,8636.09,0.0,695.72,1869.18,9331.81,11200.99,1
Special Nurse,7920.3,0.0,1320.07,1951.44,9240.37,11191.81,1
Special Nurse,10094.39,0.0,985.71,110.81,11080.1,11190.91,1
Licensed Vocational Nurse,11071.8,0.0,0.0,110.71,11071.8,11182.51,1
Special Nurse,8767.15,0.0,382.54,1965.01,9149.69,11114.7,1
Special Nurse,11083.84,0.0,19.16,0.0,11103.0,11103.0,1
Nurse Midwife,10050.8,0.0,923.86,109.76,10974.66,11084.42,1
Special Nurse,7857.6,0.0,1309.63,1879.81,9167.23,11047.04,1
Special Nurse,8366.16,0.0,837.29,1780.21,9203.45,10983.66,1
Nurse Practitioner,9969.46,0.0,853.58,108.23,10823.04,10931.27,1
Special Nurse,8888.25,0.0,117.64,1921.61,9005.89,10927.5,1
Special Nurse,9910.25,0.0,898.15,108.08,10808.4,10916.48,1
Special Nurse,8928.2,0.0,0.0,1976.33,8928.2,10904.53,1
Special Nurse,8877.58,0.0,0.0,2024.05,8877.58,10901.63,1
Special Nurse,8869.29,0.0,56.59,1937.3,8925.88,10863.18,1
Special Nurse,8685.45,0.0,364.95,1810.88,9050.4,10861.28,1
Special Nurse,5090.4,3123.3,735.28,1902.84,8948.98,10851.82,1
